ticker,date,price,sax_symbol,trend,volatility,daily_return,zscore
TSM,2020-01-03,58.060001373291016,D2,Downtrend,Unknown,-0.0329780065297145,0.0
TSM,2020-01-06,57.38999938964844,D2,Downtrend,Unknown,-0.011539820320272898,0.0
TSM,2020-01-07,58.31999969482422,D2,Downtrend,Unknown,0.016204919237959192,0.0
TSM,2020-01-08,58.75,D2,Downtrend,Unknown,0.007373119125958061,0.0
TSM,2020-01-09,59.22999954223633,D2,Downtrend,Unknown,0.008170204974235373,0.0
TSM,2020-01-10,58.86000061035156,D2,Downtrend,Unknown,-0.006246816389402832,0.0
TSM,2020-01-13,60.060001373291016,D2,Downtrend,Unknown,0.02038737258742751,0.0
TSM,2020-01-14,60.31999969482422,D2,Downtrend,Unknown,0.004328976283520802,0.0
TSM,2020-01-15,58.38999938964844,D2,Downtrend,Unknown,-0.03199602644131616,0.0
TSM,2020-01-16,58.75,D2,Downtrend,Unknown,0.006165449805012102,0.0
TSM,2020-01-17,58.58000183105469,D2,Downtrend,Unknown,-0.0028935858543882587,0.0
TSM,2020-01-21,58.2400016784668,D2,Downtrend,Unknown,-0.005804031102089269,0.0
TSM,2020-01-22,58.349998474121094,D2,Downtrend,Unknown,0.0018886811896325906,0.0
TSM,2020-01-23,57.47999954223633,D2,Downtrend,Unknown,-0.014910007791527513,0.0
TSM,2020-01-24,57.72999954223633,D2,Downtrend,Unknown,0.004349338935124791,0.0
TSM,2020-01-27,55.2599983215332,D2,Downtrend,Unknown,-0.042785401702558956,0.0
TSM,2020-01-28,57.09000015258789,D2,Downtrend,Unknown,0.03311621220845362,0.0
TSM,2020-01-29,57.189998626708984,D2,Downtrend,Unknown,0.001751593516444494,0.0
TSM,2020-01-30,55.79999923706055,D2,Downtrend,Unknown,-0.024304938328837067,0.0
TSM,2020-01-31,53.939998626708984,D2,Downtrend,Medium,-0.03333334472729188,0.0
TSM,2020-02-03,54.77000045776367,D2,Downtrend,Medium,0.015387501894442046,0.0
TSM,2020-02-04,57.52000045776367,D2,Downtrend,Medium,0.05020996854145876,0.0
TSM,2020-02-05,57.91999816894531,D2,Downtrend,Medium,0.006954063073684402,0.0
TSM,2020-02-06,58.02000045776367,D2,Downtrend,Medium,0.0017265589084907162,0.0
TSM,2020-02-07,56.20000076293945,D2,Downtrend,Medium,-0.031368488115561255,0.0
TSM,2020-02-10,57.02000045776367,D2,Downtrend,Medium,0.01459074170271113,0.0
TSM,2020-02-11,58.65999984741211,D2,Downtrend,Medium,0.028761827016526187,0.0
TSM,2020-02-12,59.630001068115234,D2,Downtrend,Medium,0.01653599084940871,0.0
TSM,2020-02-13,59.33000183105469,D2,Downtrend,Medium,-0.005031011767346105,0.0
TSM,2020-02-14,58.189998626708984,D2,Downtrend,Medium,-0.019214616031732468,0.0
TSM,2020-02-18,56.18000030517578,D2,Downtrend,Medium,-0.03454198949938836,0.0
TSM,2020-02-19,57.63999938964844,D2,Downtrend,Medium,0.025987879610925413,0.0
TSM,2020-02-20,56.47999954223633,D2,Downtrend,Medium,-0.020124910820530584,0.0
TSM,2020-02-21,55.59000015258789,D2,Downtrend,Medium,-0.015757779689479,0.0
TSM,2020-02-24,54.119998931884766,D2,Downtrend,Medium,-0.0264436268513788,0.0
TSM,2020-02-25,53.86000061035156,D2,Downtrend,Medium,-0.0048041080314956686,0.0
TSM,2020-02-26,55.029998779296875,D2,Downtrend,Medium,0.021722951275281677,0.0
TSM,2020-02-27,53.290000915527344,D2,Downtrend,Medium,-0.03161907872736758,0.0
TSM,2020-02-28,53.84000015258789,D2,Downtrend,Medium,0.010320871225586448,0.0
TSM,2020-03-02,55.97999954223633,D2,Downtrend,Medium,0.0397473882537791,0.0
TSM,2020-03-03,54.880001068115234,D2,Downtrend,Medium,-0.01964984785845092,0.0
TSM,2020-03-04,57.08000183105469,D2,Downtrend,Medium,0.04008747667859702,0.0
TSM,2020-03-05,55.72999954223633,D2,Downtrend,Medium,-0.023651055457462933,0.0
TSM,2020-03-06,55.06999969482422,D2,Downtrend,Medium,-0.01184281092469619,0.0
TSM,2020-03-09,51.83000183105469,D2,Downtrend,Medium,-0.05883417253902845,0.0
TSM,2020-03-10,54.5099983215332,D2,Downtrend,Medium,0.051707435766918275,0.0
TSM,2020-03-11,52.2400016784668,D2,Downtrend,Medium,-0.041643674792954166,0.0
TSM,2020-03-12,48.689998626708984,D2,Downtrend,High,-0.0679556458211431,0.0
TSM,2020-03-13,52.22999954223633,D2,Downtrend,High,0.07270488838308298,0.0
TSM,2020-03-16,44.900001525878906,D2,Downtrend,High,-0.1403407635573487,0.0
TSM,2020-03-17,48.540000915527344,D2,Downtrend,High,0.08106902596763743,0.0
TSM,2020-03-18,44.369998931884766,D2,Downtrend,High,-0.08590856829400362,0.0
TSM,2020-03-19,43.88999938964844,D2,Downtrend,High,-0.010818110295048866,0.0
TSM,2020-03-20,44.529998779296875,D2,Downtrend,High,0.014581895615140672,0.0
TSM,2020-03-23,45.2599983215332,D2,Downtrend,High,0.01639343279245109,0.0
TSM,2020-03-24,48.869998931884766,D2,Downtrend,High,0.07976139514424241,0.0
TSM,2020-03-25,49.0,D2,Downtrend,High,0.0026601405966149017,0.0
TSM,2020-03-26,49.869998931884766,D2,Downtrend,High,0.01775508024254613,0.0
TSM,2020-03-27,46.90999984741211,D2,Downtrend,High,-0.0593543041481831,-1.8010663357554475
TSM,2020-03-30,47.81999969482422,D2,Downtrend,High,0.01939884566983885,-1.5365255371006876
TSM,2020-03-31,47.790000915527344,D2,Downtrend,High,-0.0006273270491075067,-1.4833589363378472
TSM,2020-04-01,46.5099983215332,D2,Downtrend,High,-0.026783899758793694,-1.6872514445808013
TSM,2020-04-02,48.130001068115234,D2,Downtrend,High,0.03483127940325037,-1.2921356866993068
TSM,2020-04-03,47.060001373291016,D2,Downtrend,High,-0.02223144963803181,-1.4628277896571549
TSM,2020-04-06,49.970001220703125,D2,Downtrend,High,0.06183594905425749,-0.8211667301872893
TSM,2020-04-07,49.720001220703125,D2,Downtrend,High,-0.005003001678863694,-0.8448706091521847
TSM,2020-04-08,50.27000045776367,D2,Downtrend,High,0.011061931286347804,-0.7015694457026733
TSM,2020-04-09,48.33000183105469,D2,Downtrend,High,-0.03859157766149124,-1.0846710889282807
TSM,2020-04-13,48.75,D2,Downtrend,High,0.008690216284565455,-0.9611510356634009
TSM,2020-04-14,50.630001068115234,D2,Downtrend,High,0.03856412447415858,-0.5287552478400936
TSM,2020-04-15,49.65999984741211,D2,Downtrend,High,-0.019158625325686462,-0.7151172036592328
