ticker,date,price,sax_symbol,trend,volatility,daily_return,zscore
^GSPC,2020-01-03,3234.85009765625,D2,Downtrend,Unknown,-0.007059870562045378,0.0
^GSPC,2020-01-06,3246.280029296875,D2,Downtrend,Unknown,0.0035333728907271933,0.0
^GSPC,2020-01-07,3237.179931640625,D2,Downtrend,Unknown,-0.0028032386528962228,0.0
^GSPC,2020-01-08,3253.050048828125,D2,Downtrend,Unknown,0.004902451368978156,0.0
^GSPC,2020-01-09,3274.699951171875,D2,Downtrend,Unknown,0.006655262605488987,0.0
^GSPC,2020-01-10,3265.35009765625,D2,Downtrend,Unknown,-0.002855178689662563,0.0
^GSPC,2020-01-13,3288.1298828125,D2,Downtrend,Unknown,0.006976215252569862,0.0
^GSPC,2020-01-14,3283.14990234375,D2,Downtrend,Unknown,-0.001514532772802224,0.0
^GSPC,2020-01-15,3289.2900390625,D2,Downtrend,Unknown,0.0018701968845122874,0.0
^GSPC,2020-01-16,3316.81005859375,D2,Downtrend,Unknown,0.00836655302646827,0.0
^GSPC,2020-01-17,3329.6201171875,D2,Downtrend,Unknown,0.003862162248501333,0.0
^GSPC,2020-01-21,3320.7900390625,D2,Downtrend,Unknown,-0.0026519776473655776,0.0
^GSPC,2020-01-22,3321.75,D2,Downtrend,Unknown,0.0002890760711180551,0.0
^GSPC,2020-01-23,3325.5400390625,D2,Downtrend,Unknown,0.0011409766124783616,0.0
^GSPC,2020-01-24,3295.469970703125,D2,Downtrend,Unknown,-0.009042160974207403,0.0
^GSPC,2020-01-27,3243.6298828125,D2,Downtrend,Unknown,-0.015730711659182384,0.0
^GSPC,2020-01-28,3276.239990234375,D2,Downtrend,Unknown,0.010053584595046017,0.0
^GSPC,2020-01-29,3273.39990234375,D2,Downtrend,Unknown,-0.0008668741908683941,0.0
^GSPC,2020-01-30,3283.659912109375,D2,Downtrend,Unknown,0.003134358792605374,0.0
^GSPC,2020-01-31,3225.52001953125,D2,Downtrend,Low,-0.01770582037552626,0.0
^GSPC,2020-02-03,3248.919921875,D2,Downtrend,Low,0.007254613892351713,0.0
^GSPC,2020-02-04,3297.590087890625,D2,Downtrend,Low,0.014980414164082134,0.0
^GSPC,2020-02-05,3334.68994140625,D2,Downtrend,Low,0.01125059589785371,0.0
^GSPC,2020-02-06,3345.780029296875,D2,Downtrend,Low,0.003325672876785646,0.0
^GSPC,2020-02-07,3327.7099609375,D2,Downtrend,Low,-0.005400853672730133,0.0
^GSPC,2020-02-10,3352.090087890625,D2,Downtrend,Low,0.007326397804890528,0.0
^GSPC,2020-02-11,3357.75,D2,Downtrend,Low,0.0016884725532351208,0.0
^GSPC,2020-02-12,3379.449951171875,D2,Downtrend,Low,0.006462646466197652,0.0
^GSPC,2020-02-13,3373.93994140625,D2,Downtrend,Low,-0.0016304457368023773,0.0
^GSPC,2020-02-14,3380.159912109375,D2,Downtrend,Low,0.0018435333204338544,0.0
^GSPC,2020-02-18,3370.2900390625,D2,Downtrend,Low,-0.002919942636890105,0.0
^GSPC,2020-02-19,3386.14990234375,D2,Downtrend,Low,0.004705785881164548,0.0
^GSPC,2020-02-20,3373.22998046875,D2,Downtrend,Low,-0.00381551976362815,0.0
^GSPC,2020-02-21,3337.75,D2,Downtrend,Low,-0.01051810302712286,0.0
^GSPC,2020-02-24,3225.889892578125,D2,Downtrend,Medium,-0.03351362667122315,0.0
^GSPC,2020-02-25,3128.2099609375,D2,Downtrend,Medium,-0.030279995565056117,0.0
^GSPC,2020-02-26,3116.389892578125,D2,Downtrend,Medium,-0.0037785406053220116,0.0
^GSPC,2020-02-27,2978.760009765625,D2,Downtrend,Medium,-0.04416324258407911,0.0
^GSPC,2020-02-28,2954.219970703125,D2,Downtrend,Medium,-0.008238340444361891,0.0
^GSPC,2020-03-02,3090.22998046875,D2,Downtrend,Medium,0.046039229006110016,0.0
^GSPC,2020-03-03,3003.3701171875,D2,Downtrend,Medium,-0.028107896121075893,0.0
^GSPC,2020-03-04,3130.1201171875,D2,Downtrend,Medium,0.04220259077449118,0.0
^GSPC,2020-03-05,3023.93994140625,D2,Downtrend,Medium,-0.033922077046888544,0.0
^GSPC,2020-03-06,2972.3701171875,D2,Downtrend,Medium,-0.01705385200037013,0.0
^GSPC,2020-03-09,2746.56005859375,D2,Downtrend,Medium,-0.07596969747745097,0.0
^GSPC,2020-03-10,2882.22998046875,D2,Downtrend,High,0.04939630628156144,0.0
^GSPC,2020-03-11,2741.3798828125,D2,Downtrend,High,-0.048868445131273974,0.0
^GSPC,2020-03-12,2480.639892578125,D2,Downtrend,High,-0.09511268097833658,0.0
^GSPC,2020-03-13,2711.02001953125,D2,Downtrend,High,0.09287124972971839,0.0
^GSPC,2020-03-16,2386.1298828125,D2,Downtrend,High,-0.11984055240393443,0.0
^GSPC,2020-03-17,2529.18994140625,D2,Downtrend,High,0.05995484974402432,0.0
^GSPC,2020-03-18,2398.10009765625,D2,Downtrend,High,-0.051830762729157875,0.0
^GSPC,2020-03-19,2409.389892578125,D2,Downtrend,High,0.0047078080405855705,0.0
^GSPC,2020-03-20,2304.919921875,D2,Downtrend,High,-0.04335951230846191,0.0
^GSPC,2020-03-23,2237.39990234375,D2,Downtrend,High,-0.02929386782180443,0.0
^GSPC,2020-03-24,2447.330078125,D2,Downtrend,High,0.09382773976227554,0.0
^GSPC,2020-03-25,2475.56005859375,D2,Downtrend,High,0.011535011448221999,0.0
^GSPC,2020-03-26,2630.070068359375,D2,Downtrend,High,0.062414163303876835,0.0
^GSPC,2020-03-27,2541.469970703125,D2,Downtrend,High,-0.033687352562252526,-1.5409601906016914
^GSPC,2020-03-30,2626.64990234375,D2,Downtrend,High,0.03351600948370015,-1.2485201840613698
^GSPC,2020-03-31,2584.590087890625,D2,Downtrend,High,-0.016012721914555605,-1.3209936577357373
^GSPC,2020-04-01,2470.5,D2,Downtrend,High,-0.04414243033166543,-1.577788020096344
^GSPC,2020-04-02,2526.89990234375,D2,Downtrend,High,0.02282934723487151,-1.3687030501565032
^GSPC,2020-04-03,2488.64990234375,D2,Downtrend,High,-0.015137125124949469,-1.4184887662053818
^GSPC,2020-04-06,2663.679931640625,D2,Downtrend,High,0.07033131865275055,-0.9138775489406489
^GSPC,2020-04-07,2659.409912109375,D2,Downtrend,High,-0.0016030527844311804,-0.8958156119963178
^GSPC,2020-04-08,2749.97998046875,D2,Downtrend,High,0.03405645287963033,-0.6288203341683906
^GSPC,2020-04-09,2789.820068359375,D2,Downtrend,High,0.014487410153376512,-0.5007578055487198
^GSPC,2020-04-13,2761.6298828125,D2,Downtrend,High,-0.010104660822607414,-0.5553615261314292
^GSPC,2020-04-14,2846.06005859375,D2,Downtrend,High,0.030572589146256046,-0.30646615240851577
^GSPC,2020-04-15,2783.360107421875,D2,Downtrend,High,-0.022030438529415775,-0.45661887536385043
^GSPC,2020-04-16,2799.550048828125,D2,Downtrend,High,0.005816689462164515,-0.39101159844491495
^GSPC,2020-04-17,2874.56005859375,D2,Downtrend,High,0.026793594848223412,-0.16316411166442008
^GSPC,2020-04-20,2823.159912109375,D2,Downtrend,High,-0.01788104803401469,-0.2868376663817369
^GSPC,2020-04-21,2736.56005859375,D2,Downtrend,High,-0.030674795694063395,-0.50982311604787
^GSPC,2020-04-22,2799.31005859375,D2,Downtrend,High,0.022930247703843776,-0.3114602297661429
^GSPC,2020-04-23,2797.800048828125,D2,Downtrend,High,-0.0005394221197431159,-0.295521180674969
^GSPC,2020-04-24,2836.739990234375,D2,Downtrend,Medium,0.013918057304545428,-0.1629602666550428
^GSPC,2020-04-27,2878.47998046875,D2,Downtrend,Medium,0.014714069804799612,-0.02098790763493181
^GSPC,2020-04-28,2863.389892578125,D2,Downtrend,Medium,-0.005242380698498916,-0.048272237069091395
^GSPC,2020-04-29,2939.510009765625,D2,Downtrend,Medium,0.026583916282167053,0.19699212600194177
^GSPC,2020-04-30,2912.429931640625,D2,Downtrend,Medium,-0.009212446303987654,0.13643626437666484
^GSPC,2020-05-01,2830.7099609375,D2,Downtrend,Medium,-0.028059034078492195,-0.0900281992386081
^GSPC,2020-05-04,2842.739990234375,D2,Downtrend,Medium,0.004249827591976452,-0.026827065074744832
^GSPC,2020-05-05,2868.43994140625,D2,Downtrend,Medium,0.009040556385797371,0.08107092029067563
^GSPC,2020-05-06,2848.419921875,D2,Downtrend,Medium,-0.006979410390386298,0.04432915344133986
^GSPC,2020-05-07,2881.18994140625,D2,Downtrend,Medium,0.011504630788313985,0.18476775679545465
^GSPC,2020-05-08,2929.800048828125,D2,Downtrend,Medium,0.016871538638701944,0.3882975143861908
^GSPC,2020-05-11,2930.18994140625,D2,Downtrend,Medium,0.00013307822091168653,0.42946479112686986
^GSPC,2020-05-12,2870.1201171875,D2,Downtrend,Medium,-0.020500317528877154,0.2509349852254058
^GSPC,2020-05-13,2820.0,D2,Downtrend,Medium,-0.01746272460422804,0.10008467412628426
^GSPC,2020-05-14,2852.5,D2,Downtrend,Medium,0.01152482269503552,0.2763181713180584
^GSPC,2020-05-15,2863.699951171875,D2,Downtrend,Medium,0.0039263632504382695,0.3770652396928088
^GSPC,2020-05-18,2953.909912109375,D2,Downtrend,Medium,0.03150119163168075,0.837736917567469
^GSPC,2020-05-19,2922.93994140625,D2,Downtrend,Medium,-0.010484399194493177,0.744035129832201
^GSPC,2020-05-20,2971.610107421875,D2,Downtrend,Medium,0.01665110025908012,1.00399202294527
^GSPC,2020-05-21,2948.510009765625,D2,Downtrend,Medium,-0.007773596407737116,0.9228459497635348
^GSPC,2020-05-22,2955.449951171875,D2,Downtrend,Medium,0.002353711326488428,0.9606832430485391
^GSPC,2020-05-26,2991.77001953125,D2,Downtrend,Medium,0.012289184036080147,1.132411104344207
^GSPC,2020-05-27,3036.1298828125,D2,Downtrend,Medium,0.014827297215913804,1.3632522126063629
^GSPC,2020-05-28,3029.72998046875,D2,Downtrend,Medium,-0.0021079145460738413,1.3258314646967437
^GSPC,2020-05-29,3044.31005859375,D2,Downtrend,Medium,0.004812335824971425,1.421050242446177
^GSPC,2020-06-01,3055.72998046875,D2,Downtrend,Medium,0.003751234813537785,1.46973946891357
^GSPC,2020-06-02,3080.820068359375,D2,Downtrend,Medium,0.008210832780053412,1.5664140595197005
^GSPC,2020-06-03,3122.8701171875,D2,Downtrend,Medium,0.013648979133831007,1.6979233561776064
^GSPC,2020-06-04,3112.35009765625,D2,Downtrend,Medium,-0.0033687022311144066,1.5972911644097902
^GSPC,2020-06-05,3193.929931640625,D2,Downtrend,Medium,0.026211650818398713,1.883818499573349
^GSPC,2020-06-08,3232.389892578125,D2,Downtrend,Medium,0.012041579421169235,1.9649285400073089
^GSPC,2020-06-09,3207.179931640625,D2,Downtrend,Medium,-0.007799170822611612,1.7681563227058588
^GSPC,2020-06-10,3190.139892578125,D2,Downtrend,Medium,-0.0053130910724373814,1.6437625104306723
^GSPC,2020-06-11,3002.10009765625,D2,Downtrend,Medium,-0.05894405927443824,0.7963033663823224
^GSPC,2020-06-12,3041.31005859375,D2,Downtrend,Medium,0.013060843963234703,0.9427589551553122
^GSPC,2020-06-15,3066.590087890625,D2,Downtrend,Medium,0.008312217041285264,1.0303312546987593
^GSPC,2020-06-16,3124.739990234375,D2,Downtrend,Medium,0.01896239819380252,1.286666304571342
^GSPC,2020-06-17,3113.489990234375,D2,Downtrend,Medium,-0.0036002995561740248,1.2453186420484947
^GSPC,2020-06-18,3115.340087890625,D2,Downtrend,Medium,0.0005942198825281686,1.2330859271166466
^GSPC,2020-06-19,3097.739990234375,D2,Downtrend,Medium,-0.005649494809462974,1.1189125414143097
^GSPC,2020-06-22,3117.860107421875,D2,Downtrend,Medium,0.006495095537691675,1.1907213616795025
^GSPC,2020-06-23,3131.2900390625,D2,Downtrend,Medium,0.004307419569164139,1.2362069242744333
^GSPC,2020-06-24,3050.330078125,D2,Downtrend,Medium,-0.025855145939064572,0.7569798414759991
^GSPC,2020-06-25,3083.760009765625,D2,Downtrend,Medium,0.010959447267809841,0.9220846763316692
^GSPC,2020-06-26,3009.050048828125,D2,Downtrend,Medium,-0.024226905044785974,0.4624561481048895
^GSPC,2020-06-29,3053.239990234375,D2,Downtrend,Medium,0.014685678433118632,0.7200935401576086
^GSPC,2020-06-30,3100.2900390625,D2,Downtrend,Medium,0.015409875731554612,1.0349907271138203
^GSPC,2020-07-01,3115.860107421875,D2,Downtrend,Medium,0.005022132820864389,1.120843999715314
^GSPC,2020-07-02,3130.010009765625,D2,Downtrend,Medium,0.004541250844364075,1.2023459861679608
^GSPC,2020-07-06,3179.719970703125,D2,Downtrend,Medium,0.01588172586745884,1.5245533980274748
^GSPC,2020-07-07,3145.320068359375,D2,Downtrend,Medium,-0.010818532028197159,1.227461723293003
^GSPC,2020-07-08,3169.93994140625,D2,Downtrend,Medium,0.007827461915415501,1.3718668144567234
^GSPC,2020-07-09,3152.050048828125,D2,Downtrend,Medium,-0.005643606159361103,1.1950339269342074
^GSPC,2020-07-10,3185.0400390625,D2,Downtrend,Medium,0.01046620127324438,1.4008043092616183
^GSPC,2020-07-13,3155.219970703125,D2,Downtrend,Medium,-0.009362541127788226,1.1397551665789354
^GSPC,2020-07-14,3197.52001953125,D2,Downtrend,Medium,0.013406370782667931,1.410550872046235
^GSPC,2020-07-15,3226.56005859375,D2,Downtrend,Medium,0.009082050740923053,1.574153988138456
