ticker,date,price,sax_symbol,trend,volatility,daily_return,zscore
^IXIC,2020-01-03,9020.76953125,D2,Downtrend,Unknown,-0.007855191660339544,0.0
^IXIC,2020-01-06,9071.4697265625,D2,Downtrend,Unknown,0.005620384728471706,0.0
^IXIC,2020-01-07,9068.580078125,D2,Downtrend,Unknown,-0.00031854247708495986,0.0
^IXIC,2020-01-08,9129.240234375,D2,Downtrend,Unknown,0.006689046766684248,0.0
^IXIC,2020-01-09,9203.4296875,D2,Downtrend,Unknown,0.008126574744484083,0.0
^IXIC,2020-01-10,9178.8603515625,D2,Downtrend,Unknown,-0.0026695847930331418,0.0
^IXIC,2020-01-13,9273.9296875,D2,Downtrend,Unknown,0.010357422631592339,0.0
^IXIC,2020-01-14,9251.330078125,D2,Downtrend,Unknown,-0.002436896778014286,0.0
^IXIC,2020-01-15,9258.7001953125,D2,Downtrend,Unknown,0.0007966548728952638,0.0
^IXIC,2020-01-16,9357.1298828125,D2,Downtrend,Unknown,0.010631048141058974,0.0
^IXIC,2020-01-17,9388.9404296875,D2,Downtrend,Unknown,0.003399605143178608,0.0
^IXIC,2020-01-21,9370.8095703125,D2,Downtrend,Unknown,-0.0019310868474221587,0.0
^IXIC,2020-01-22,9383.76953125,D2,Downtrend,Unknown,0.0013830140117838674,0.0
^IXIC,2020-01-23,9402.48046875,D2,Downtrend,Unknown,0.0019939681423002398,0.0
^IXIC,2020-01-24,9314.91015625,D2,Downtrend,Unknown,-0.009313533039611022,0.0
^IXIC,2020-01-27,9139.3095703125,D2,Downtrend,Unknown,-0.018851559810233676,0.0
^IXIC,2020-01-28,9269.6796875,D2,Downtrend,Unknown,0.014264766521421501,0.0
^IXIC,2020-01-29,9275.16015625,D2,Downtrend,Unknown,0.0005912252564013176,0.0
^IXIC,2020-01-30,9298.9296875,D2,Downtrend,Unknown,0.002562708443798023,0.0
^IXIC,2020-01-31,9150.9404296875,D2,Downtrend,Low,-0.015914654996416755,0.0
^IXIC,2020-02-03,9273.400390625,D2,Downtrend,Low,0.01338222687366808,0.0
